Course_ID,Division,Department,Slot,Day,Room
EE673,NA,EEE,D1,Thursday,4101
EE580,NA,EEE,E,Tuesday,4101
EE646,NA,EEE,E1,Friday,4101
EE646,NA,EEE,E1,Thursday,4101
EE646,NA,EEE,E1,Wednesday,4101
BT202,NA,BSBE,A,Thursday,4102
BT202,NA,BSBE,A,Tuesday,4102
BT202,NA,BSBE,A,Wednesday,4102
CL205,NA,CL,B,Monday,4102
CL205,NA,CL,B,Tuesday,4102
CL205,NA,CL,B,Wednesday,4102
BT205,NA,BSBE,C,Friday,4102
BT205,NA,BSBE,C,Monday,4102
BT205,NA,BSBE,C,Tuesday,4102
BT208,NA,BSBE,D,Friday,4102
BT208,NA,BSBE,D,Monday,4102
BT208,NA,BSBE,D,Thursday,4102
BT208,NA,BSBE,D,Wednesday,4102
CH212,NA,CH,A,Thursday,4103
CH212,NA,CH,A,Tuesday,4103
CH212,NA,CH,A,Wednesday,4103
CH323,NA,CH,A1,Thursday,4103
CH323,NA,CH,A1,Tuesday,4103
CH323,NA,CH,A1,Wednesday,4103
CH222,NA,CH,B,Monday,4103
CH222,NA,CH,B,Tuesday,4103
CH222,NA,CH,B,Wednesday,4103
CH333,NA,CH,B1,Monday,4103
CH333,NA,CH,B1,Tuesday,4103
CH333,NA,CH,B1,Wednesday,4103
CH232,NA,CH,C,Friday,4103
CH232,NA,CH,C,Monday,4103
CH232,NA,CH,C,Tuesday,4103
CH233,NA,CH,D,Friday,4103
CH233,NA,CH,D,Monday,4103
CH233,NA,CH,D,Thursday,4103
CH322,NA,CH,D1,Friday,4103
CH322,NA,CH,D1,Monday,4103
CH322,NA,CH,D1,Thursday,4103
CH417,NA,CH,B,Monday,4104
CH417,NA,CH,B,Tuesday,4104
CH417,NA,CH,B,Wednesday,4104
CH418,NA,CH,D,Friday,4104
CH418,NA,CH,D,Monday,4104
CH418,NA,CH,D,Thursday,4104
CH428,NA,CH,E,Friday,4104
CH428,NA,CH,E,Thursday,4104
CH428,NA,CH,E,Wednesday,4104
CE201,NA,CE,A,Thursday,4201
CE201,NA,CE,A,Tuesday,4201
CE201,NA,CE,A,Wednesday,4201
CE304,NA,CE,A1,Thursday,4201
CE304,NA,CE,A1,Tuesday,4201
CE311,NA,CE,A1,Monday,4201
CE220,NA,CE,B,Monday,4201
CE220,NA,CE,B,Tuesday,4201
CE220,NA,CE,B,Wednesday,4201
CE222,NA,CE,B,Friday,4201
CE309,NA,CE,B1,Tuesday,4201
CE206,NA,CE,C,Friday,4201
CE206,NA,CE,C,Monday,4201
CE206,NA,CE,C,Tuesday,4201
CE308,NA,CE,C1,Friday,4201
CE308,NA,CE,C1,Tuesday,4201
CE205,NA,CE,D,Friday,4201
CE205,NA,CE,D,Monday,4201
CE205,NA,CE,D,Thursday,4201
CE308,NA,CE,D1,Monday,4201
CE309,NA,CE,D1,Friday,4201
CE309,NA,CE,D1,Thursday,4201
CE309,NA,CE,D1,Wednesday,4201
CE648,NA,CE,E,Friday,4201
CE648,NA,CE,E,Thursday,4201
CE648,NA,CE,E,Wednesday,4201
CE311,NA,CE,E1,Thursday,4201
CE311,NA,CE,E1,Tuesday,4201
CE311,NA,CE,E1,Wednesday,4201
CE307,NA,CE,F,Monday,4201
CE307,NA,CE,F,Wednesday,4201
CE222,NA,CE,H,Thursday,4201
CE222,NA,CE,H,Tuesday,4201
CE309,NA,CE,K,Wednesday,4201
CE311,NA,CE,K,Monday,4201
CL204,NA,CL,A,Monday,4203
CL204,NA,CL,A,Thursday,4203
CL204,NA,CL,A,Tuesday,4203
CL204,NA,CL,A,Wednesday,4203
CL307,NA,CL,A1,Monday,4203
CL307,NA,CL,A1,Thursday,4203
CL307,NA,CL,A1,Tuesday,4203
CL307,NA,CL,A1,Wednesday,4203
CL308,NA,CL,B1,Friday,4203
CL308,NA,CL,B1,Monday,4203
CL308,NA,CL,B1,Tuesday,4203
CL308,NA,CL,B1,Wednesday,4203
CL206,NA,CL,C,Friday,4203
CL206,NA,CL,C,Monday,4203
CL206,NA,CL,C,Thursday,4203
CL206,NA,CL,C,Tuesday,4203
CL309,NA,CL,C1,Friday,4203
CL309,NA,CL,C1,Monday,4203
CL309,NA,CL,C1,Thursday,4203
CL309,NA,CL,C1,Tuesday,4203
CL207,NA,CL,D,Friday,4203
CL207,NA,CL,D,Monday,4203
CL207,NA,CL,D,Thursday,4203
CL207,NA,CL,D,Wednesday,4203
CL314,NA,CL,D1,Friday,4203
CL314,NA,CL,D1,Monday,4203
CL314,NA,CL,D1,Thursday,4203
CL314,NA,CL,D1,Wednesday,4203
CL635,NA,CL,F,Friday,4203
CL635,NA,CL,F,Monday,4203
CL635,NA,CL,F,Wednesday,4203
CL612,NA,CL,K,Friday,4203
CL612,NA,CL,K,Monday,4203
CL612,NA,CL,K,Wednesday,4203
CL642,NA,CL,L,Thursday,4203
CL642,NA,CL,L,Tuesday,4203
CE533,NA,CE,A,Thursday,4205
CE533,NA,CE,A,Tuesday,4205
CE533,NA,CE,A,Wednesday,4205
CE612,NA,CE,B,Monday,4205
CE612,NA,CE,B,Tuesday,4205
CE612,NA,CE,B,Wednesday,4205
CE583,NA,CE,C,Tuesday,4205
CE584,NA,CE,C,Monday,4205
CE646,NA,CE,C,Friday,4205
CE583,NA,CE,D,Monday,4205
CE583,NA,CE,E,Wednesday,4205
CE584,NA,CE,E,Thursday,4205
CE533,NA,CE,F,Friday,4205
CE570,NA,CE,F,Wednesday,4205
CE615,NA,CE,F,Monday,4205
CE570,NA,CE,H,Tuesday,4205
CE615,NA,CE,H,Thursday,4205
PH202,NA,PH,A,Thursday,4206
PH204,NA,PH,A,Wednesday,4206
PH206,NA,PH,A,Tuesday,4206
PH204,NA,PH,B,Monday,4206
PH204,NA,PH,B,Tuesday,4206
PH206,NA,PH,B,Wednesday,4206
PH206,NA,PH,C,Thursday,4206
PH443,NA,PH,C,Friday,4206
PH443,NA,PH,C,Monday,4206
PH443,NA,PH,C,Tuesday,4206
PH202,NA,PH,D,Friday,4206
PH202,NA,PH,D,Monday,4206
PH202,NA,PH,D,Wednesday,4206
PH204,NA,PH,D,Thursday,4206
BT302,NA,BSBE,A1,Monday,4207
BT302,NA,BSBE,A1,Thursday,4207
BT302,NA,BSBE,A1,Tuesday,4207
BT302,NA,BSBE,A1,Wednesday,4207
BT607,NA,BSBE,B,Monday,4207
BT607,NA,BSBE,B,Tuesday,4207
BT607,NA,BSBE,B,Wednesday,4207
BT205,NA,BSBE,C,Friday,4207
BT205,NA,BSBE,C,Monday,4207
BT205,NA,BSBE,C,Tuesday,4207
BT308,NA,BSBE,C1,Friday,4207
BT308,NA,BSBE,C1,Monday,4207
BT308,NA,BSBE,C1,Tuesday,4207
BT305,NA,BSBE,D1,Friday,4207
BT305,NA,BSBE,D1,Monday,4207
BT305,NA,BSBE,D1,Thursday,4207
BT401,NA,BSBE,E,Friday,4207
BT401,NA,BSBE,E,Thursday,4207
BT401,NA,BSBE,E,Wednesday,4207
BT306,NA,BSBE,E1,Friday,4207
BT306,NA,BSBE,E1,Thursday,4207
BT306,NA,BSBE,E1,Wednesday,4207
BT637,NA,BSBE,K,Friday,4207
BT637,NA,BSBE,K,Monday,4207
BT637,NA,BSBE,K,Wednesday,4207
CE524,NA,CE,A,Thursday,4208
CE524,NA,CE,A,Tuesday,4208
CE524,NA,CE,A,Wednesday,4208
CE556,NA,CE,A1,Thursday,4208
CE556,NA,CE,A1,Tuesday,4208
CE556,NA,CE,A1,Wednesday,4208
CE525,NA,CE,B,Monday,4208
CE525,NA,CE,B,Tuesday,4208
CE525,NA,CE,B,Wednesday,4208
CE628,NA,CE,B1,Monday,4208
CE628,NA,CE,B1,Tuesday,4208
CE628,NA,CE,B1,Wednesday,4208
CE646,NA,CE,C,Monday,4208
CE661,NA,CE,C,Friday,4208
CE661,NA,CE,C,Tuesday,4208
CE664,NA,CE,C1,Friday,4208
CE664,NA,CE,C1,Monday,4208
CE664,NA,CE,C1,Tuesday,4208
CE510,NA,CE,D,Friday,4208
CE510,NA,CE,D,Monday,4208
CE510,NA,CE,D,Thursday,4208
CE595,NA,CE,D1,Friday,4208
CE595,NA,CE,D1,Monday,4208
CE623,NA,CE,E1,Wednesday,4208
CE524,NA,CE,F,Friday,4208
CE570,NA,CE,F,Monday,4208
CE661,NA,CE,H,Thursday,4208
CE661,NA,CE,H,Tuesday,4208
CL503,NA,CL,A,Monday,4209
CL503,NA,CL,A,Thursday,4209
CL503,NA,CL,A,Tuesday,4209
CL503,NA,CL,A,Wednesday,4209
CL619,NA,CL,A1,Monday,4209
CL619,NA,CL,A1,Thursday,4209
CL619,NA,CL,A1,Tuesday,4209
CL619,NA,CL,A1,Wednesday,4209
CL504,NA,CL,B,Friday,4209
CL504,NA,CL,B,Monday,4209
CL504,NA,CL,B,Tuesday,4209
CL504,NA,CL,B,Wednesday,4209
CL618,NA,CL,B1,Friday,4209
CL618,NA,CL,B1,Monday,4209
CL618,NA,CL,B1,Tuesday,4209
CL618,NA,CL,B1,Wednesday,4209
CL617,NA,CL,C1,Friday,4209
CL617,NA,CL,C1,Monday,4209
CL617,NA,CL,C1,Thursday,4209
CL617,NA,CL,C1,Tuesday,4209
CL404,NA,CL,D,Friday,4209
CL404,NA,CL,D,Monday,4209
CL404,NA,CL,D,Thursday,4209
CL404,NA,CL,D,Wednesday,4209
CL614,NA,CL,D1,Friday,4209
CL614,NA,CL,D1,Monday,4209
CL614,NA,CL,D1,Thursday,4209
CL614,NA,CL,D1,Wednesday,4209
CL401,NA,CL,E,Friday,4209
CL401,NA,CL,E,Thursday,4209
CL401,NA,CL,E,Tuesday,4209
CL401,NA,CL,E,Wednesday,4209
CL630,NA,CL,F,Friday,4209
CL630,NA,CL,F,Monday,4209
CL630,NA,CL,F,Wednesday,4209
BT504,NA,BSBE,A,Thursday,4210
BT504,NA,BSBE,A,Tuesday,4210
BT504,NA,BSBE,A,Wednesday,4210
BT604,NA,BSBE,B,Monday,4210
BT604,NA,BSBE,B,Tuesday,4210
BT604,NA,BSBE,B,Wednesday,4210
BT601,NA,BSBE,B1,Monday,4210
BT601,NA,BSBE,B1,Tuesday,4210
BT601,NA,BSBE,B1,Wednesday,4210
BT609,NA,BSBE,D,Friday,4210
BT609,NA,BSBE,D,Monday,4210
BT609,NA,BSBE,D,Thursday,4210
BT502,NA,BSBE,E,Friday,4210
BT502,NA,BSBE,E,Thursday,4210
BT502,NA,BSBE,E,Wednesday,4210
BT613,NA,BSBE,F,Friday,4210
BT613,NA,BSBE,F,Monday,4210
BT613,NA,BSBE,F,Wednesday,4210
BT618,NA,BSBE,I,Thursday,4210
BT618,NA,BSBE,I,Tuesday,4210
BT629,NA,BSBE,K,Friday,4210
BT629,NA,BSBE,K,Monday,4210
BT629,NA,BSBE,K,Wednesday,4210
BT616,NA,BSBE,L,Thursday,4210
BT616,NA,BSBE,L,Tuesday,4210
CE584,NA,CE,A,Wednesday,4211
CE594,NA,CE,A1,Thursday,4211
CE594,NA,CE,A1,Tuesday,4211
CE594,NA,CE,A1,Wednesday,4211
CE304,NA,CE,B,Wednesday,4211
CE555,NA,CE,B,Monday,4211
CE555,NA,CE,B,Tuesday,4211
CE646,NA,CE,C,Tuesday,4211
CE614,NA,CE,C1,Friday,4211
CE614,NA,CE,C1,Monday,4211
CE614,NA,CE,C1,Tuesday,4211
CE615,NA,CE,F,Wednesday,4211
CE402,NA,CE,H,Thursday,4211
PH527,NA,PH,A,Tuesday,4212
PH527,NA,PH,A,Wednesday,4212
PH532,NA,PH,A,Thursday,4212
PH531,NA,PH,A1,Thursday,4212
PH544,NA,PH,A1,Tuesday,4212
PH521,NA,PH,B,Wednesday,4212
PH523,NA,PH,B,Tuesday,4212
PH531,NA,PH,B1,Tuesday,4212
PH527,NA,PH,C,Thursday,4212
PH532,NA,PH,C,Friday,4212
PH532,NA,PH,C,Monday,4212
PH543,NA,PH,C,Tuesday,4212
PH521,NA,PH,C1,Tuesday,4212
PH543,NA,PH,C1,Friday,4212
PH544,NA,PH,C1,Thursday,4212
PH523,NA,PH,D,Monday,4212
PH524,NA,PH,D,Friday,4212
PH524,NA,PH,D,Thursday,4212
PH531,NA,PH,D,Wednesday,4212
PH544,NA,PH,D1,Friday,4212
PH545,NA,PH,D1,Thursday,4212
PH521,NA,PH,E,Friday,4212
PH523,NA,PH,E,Thursday,4212
PH524,NA,PH,E,Wednesday,4212
PH543,NA,PH,E1,Thursday,4212
PH545,NA,PH,E1,Friday,4212
PH545,NA,PH,E1,Tuesday,4212
HS409,NA,HSS,A,Thursday,1G1
HS409,NA,HSS,A,Tuesday,1G1
HS409,NA,HSS,A,Wednesday,1G1
ME421,NA,ME,B,Monday,1G1
ME421,NA,ME,B,Tuesday,1G1
ME421,NA,ME,B,Wednesday,1G1
HS212,NA,HSS,E,Friday,1G1
HS212,NA,HSS,E,Thursday,1G1
HS212,NA,HSS,E,Wednesday,1G1
HS413,NA,HSS,A,Thursday,1G2
HS413,NA,HSS,A,Tuesday,1G2
HS413,NA,HSS,A,Wednesday,1G2
ME522,NA,ME,A1,Monday,1G2
ME522,NA,ME,B1,Friday,1G2
ME609,NA,ME,C,Friday,1G2
ME609,NA,ME,C,Monday,1G2
ME609,NA,ME,C,Tuesday,1G2
ME522,NA,ME,C1,Thursday,1G2
ME522,NA,ME,D1,Wednesday,1G2
HS242,NA,HSS,E,Friday,1G2
HS242,NA,HSS,E,Thursday,1G2
HS242,NA,HSS,E,Wednesday,1G2
ME522,NA,ME,E1,Tuesday,1G2
HS424,NA,HSS,A,Thursday,4G3
HS424,NA,HSS,A,Tuesday,4G3
HS424,NA,HSS,A,Wednesday,4G3
CE552,NA,CE,C,Friday,4G3
CE552,NA,CE,C,Monday,4G3
CE552,NA,CE,C,Tuesday,4G3
HS238,NA,HSS,E,Friday,4G3
HS238,NA,HSS,E,Thursday,4G3
HS238,NA,HSS,E,Wednesday,4G3
CL625,NA,CL,L,Thursday,4G3
CL625,NA,CL,L,Tuesday,4G3
HS425,NA,HSS,A,Thursday,4G4
HS425,NA,HSS,A,Tuesday,4G4
HS425,NA,HSS,A,Wednesday,4G4
HS239,NA,HSS,E,Friday,4G4
HS239,NA,HSS,E,Thursday,4G4
HS239,NA,HSS,E,Wednesday,4G4
CL639,NA,CL,K,Monday,4G4
CL639,NA,CL,K,Wednesday,4G4
DD220M,NA,DD,F,Friday,BDES 2 Studio
DD220M,NA,DD,F,Monday,BDES 2 Studio
DD220M,NA,DD,F,Wednesday,BDES 2 Studio
DD320M,NA,DD,G,Friday,BDES 3 Studio
DD320M,NA,DD,G,Monday,BDES 3 Studio
DD320M,NA,DD,G,Wednesday,BDES 3 Studio
MA473,NA,MA,B,Friday,Common Room
MA473,NA,MA,B,Monday,Common Room
MA473,NA,MA,B,Tuesday,Common Room
MA473,NA,MA,B,Wednesday,Common Room
HS422,NA,HSS,A,Thursday,L1
HS422,NA,HSS,A,Tuesday,L1
HS422,NA,HSS,A,Wednesday,L1
EN671,NA,CEER,C,Friday,L1
EN671,NA,CEER,C,Monday,L1
EN671,NA,CEER,C,Tuesday,L1
LS621,NA,SAB,C,Friday,L1
LS621,NA,SAB,C,Monday,L1
LS621,NA,SAB,C,Tuesday,L1
CS344,NA,CSE,C1,Friday,L1
CS344,NA,CSE,C1,Monday,L1
CS344,NA,CSE,C1,Thursday,L1
CS344,NA,CSE,C1,Tuesday,L1
HS243,NA,HSS,E,Friday,L1
HS243,NA,HSS,E,Thursday,L1
HS243,NA,HSS,E,Wednesday,L1
EE657,NA,EEE,E1,Friday,L1
EE657,NA,EEE,E1,Thursday,L1
EE657,NA,EEE,E1,Wednesday,L1
CS101,III,CSE,A,Monday,L2
CS101,III,CSE,A,Thursday,L2
CS101,III,CSE,A,Tuesday,L2
CS101,III,CSE,A,Wednesday,L2
CS101,I,CSE,A1,Monday,L2
CS101,I,CSE,A1,Thursday,L2
CS101,I,CSE,A1,Tuesday,L2
CS101,I,CSE,A1,Wednesday,L2
ME101,III,ME,B,Friday,L2
ME101,III,ME,B,Monday,L2
ME101,III,ME,B,Tuesday,L2
ME101,III,ME,B,Wednesday,L2
ME101,I,ME,B1,Friday,L2
ME101,I,ME,B1,Monday,L2
ME101,I,ME,B1,Tuesday,L2
ME101,I,ME,B1,Wednesday,L2
MA102,III,MA,C,Friday,L2
MA102,III,MA,C,Monday,L2
MA102,III,MA,C,Thursday,L2
MA102,III,MA,C,Tuesday,L2
MA102,I,MA,C1,Friday,L2
MA102,I,MA,C1,Monday,L2
MA102,I,MA,C1,Thursday,L2
MA102,I,MA,C1,Tuesday,L2
BT101,III,BSBE,D,Friday,L2
BT101,III,BSBE,D,Monday,L2
BT101,III,BSBE,D,Thursday,L2
BT101,I,BSBE,D1,Friday,L2
BT101,I,BSBE,D1,Monday,L2
BT101,I,BSBE,D1,Thursday,L2
PH102,III,PH,E,Friday,L2
PH102,III,PH,E,Thursday,L2
PH102,III,PH,E,Tuesday,L2
PH102,III,PH,E,Wednesday,L2
PH102,I,PH,E1,Friday,L2
PH102,I,PH,E1,Thursday,L2
PH102,I,PH,E1,Tuesday,L2
PH102,I,PH,E1,Wednesday,L2
CS101,IV,CSE,A,Monday,L3
CS101,IV,CSE,A,Thursday,L3
CS101,IV,CSE,A,Tuesday,L3
CS101,IV,CSE,A,Wednesday,L3
CS101,II,CSE,A1,Monday,L3
CS101,II,CSE,A1,Thursday,L3
CS101,II,CSE,A1,Tuesday,L3
CS101,II,CSE,A1,Wednesday,L3
ME101,IV,ME,B,Friday,L3
ME101,IV,ME,B,Monday,L3
ME101,IV,ME,B,Tuesday,L3
ME101,IV,ME,B,Wednesday,L3
ME101,II,ME,B1,Friday,L3
ME101,II,ME,B1,Monday,L3
ME101,II,ME,B1,Tuesday,L3
ME101,II,ME,B1,Wednesday,L3
MA102,IV,MA,C,Friday,L3
MA102,IV,MA,C,Monday,L3
MA102,IV,MA,C,Thursday,L3
MA102,IV,MA,C,Tuesday,L3
MA102,II,MA,C1,Friday,L3
MA102,II,MA,C1,Monday,L3
MA102,II,MA,C1,Thursday,L3
MA102,II,MA,C1,Tuesday,L3
BT101,IV,BSBE,D,Friday,L3
BT101,IV,BSBE,D,Monday,L3
BT101,IV,BSBE,D,Thursday,L3
BT101,II,BSBE,D1,Friday,L3
BT101,II,BSBE,D1,Monday,L3
BT101,II,BSBE,D1,Thursday,L3
PH102,IV,PH,E,Friday,L3
PH102,IV,PH,E,Thursday,L3
PH102,IV,PH,E,Tuesday,L3
PH102,IV,PH,E,Wednesday,L3
PH102,II,PH,E1,Friday,L3
PH102,II,PH,E1,Thursday,L3
PH102,II,PH,E1,Tuesday,L3
PH102,II,PH,E1,Wednesday,L3
CS222,NA,CSE,A,Monday,L4
CS222,NA,CSE,A,Thursday,L4
CS222,NA,CSE,A,Tuesday,L4
CS222,NA,CSE,A,Wednesday,L4
